transaction_id,amount,location,transaction_time,is_fraud,flag_for_review
TID000398,2147.83,Philadelphia,2025-06-03 09:18:50.683775,0,False
TID000399,3755.6,San Antonio,2025-06-05 01:33:12.683775,0,False
TID000400,3773.94,Phoenix,2025-05-31 17:53:12.683775,1,False
TID000401,520.1,Phoenix,2025-06-01 14:08:09.683775,0,False
TID000402,4513.25,Chicago,2025-05-28 19:30:55.683775,0,False
TID000403,2528.74,Phoenix,2025-06-08 10:14:03.683775,0,False
TID000404,4133.16,San Jose,2025-05-29 23:26:57.683775,0,False
TID000405,1603.65,San Diego,2025-06-18 17:06:46.683775,0,False
TID000406,4478.14,Los Angeles,2025-06-20 06:29:24.683775,0,False
TID000407,1949.06,New York,2025-06-19 15:03:55.683775,0,False
TID000408,59.13,Philadelphia,2025-05-26 21:35:26.683775,1,False
TID000409,4527.38,San Antonio,2025-06-10 09:58:14.683775,0,False
TID000410,460.98,Houston,2025-05-31 10:17:41.683775,0,False
TID000411,1599.97,Dallas,2025-06-23 01:27:15.683775,0,False
TID000412,4750.56,San Diego,2025-06-12 08:31:19.683775,0,False
TID000413,4753.28,San Antonio,2025-06-01 13:19:44.683775,0,False
TID000414,2869.32,Chicago,2025-06-01 22:38:36.683775,0,False
TID000415,3161.03,Los Angeles,2025-06-02 20:18:44.683775,0,False
TID000416,2244.99,New York,2025-06-02 02:28:43.683775,0,False
TID000417,1469.59,Chicago,2025-06-15 07:32:17.683775,1,False
TID000418,1646.68,Phoenix,2025-05-27 04:31:01.683775,0,False
TID000419,3364.23,Dallas,2025-06-14 00:17:47.683775,0,False
TID000420,3763.11,New York,2025-06-11 18:03:04.683775,0,False
TID000421,3958.94,Phoenix,2025-06-05 14:21:15.683775,1,False
TID000422,3949.14,San Antonio,2025-06-15 15:08:26.683775,0,False
TID000423,460.57,Los Angeles,2025-06-23 17:00:24.683775,0,False
TID000424,2474.63,San Antonio,2025-06-07 21:34:36.683775,0,False
TID000425,292.51,Phoenix,2025-06-15 20:39:02.683775,0,False
TID000426,2749.9,Chicago,2025-06-05 10:14:41.683775,0,False
TID000427,2210.44,San Antonio,2025-06-19 23:46:47.683775,0,False
TID000428,4439.08,New York,2025-06-05 16:15:47.683775,1,False
TID000429,1757.82,San Diego,2025-06-09 02:10:04.683775,0,False
TID000430,589.75,San Diego,2025-06-16 20:03:16.683775,0,False
TID000431,719.24,Los Angeles,2025-06-03 11:39:24.683775,0,False
TID000432,3808.75,Phoenix,2025-06-11 22:10:38.683775,0,False
TID000433,3093.0,Los Angeles,2025-06-21 18:11:54.683775,0,False
TID000434,510.11,San Jose,2025-06-15 10:56:41.683775,0,False
TID000435,425.11,Philadelphia,2025-06-16 11:30:28.683775,0,False
TID000436,3506.34,New York,2025-06-07 17:53:58.683775,0,False
TID000437,368.45,Chicago,2025-06-12 14:31:31.683775,1,False
TID000438,4110.19,Dallas,2025-06-18 11:32:25.683775,0,False
TID000439,3532.68,Phoenix,2025-06-19 16:08:48.683775,1,False
TID000440,411.34,Dallas,2025-06-14 09:23:12.683775,0,False
TID000441,428.76,San Antonio,2025-06-01 22:25:23.683775,0,False
TID000442,4933.26,San Jose,2025-06-03 18:16:34.683775,0,False
TID000443,1874.48,Philadelphia,2025-06-23 10:05:44.683775,0,False
TID000444,1856.36,San Jose,2025-05-31 18:51:27.683775,0,False
TID000445,4064.93,Dallas,2025-06-06 04:53:11.683775,1,False
TID000446,4736.51,San Antonio,2025-05-27 14:24:19.683775,0,False
TID000447,4930.08,San Diego,2025-06-17 09:32:25.683775,0,False
TID000448,3768.12,Philadelphia,2025-06-12 02:06:18.683775,0,False
TID000449,1884.42,Dallas,2025-06-20 23:41:54.683775,0,False
TID000450,422.09,Philadelphia,2025-05-30 01:08:14.683775,0,False
TID000451,3886.85,Dallas,2025-06-19 02:41:22.683775,0,False
TID000452,2794.23,San Diego,2025-05-31 02:52:18.683775,0,False
TID000453,2123.99,Phoenix,2025-06-07 21:44:02.683775,0,False
TID000454,4532.24,Chicago,2025-05-29 03:19:59.683775,0,False
TID000455,560.43,Chicago,2025-06-01 20:23:20.683775,1,False
TID000456,2465.66,San Antonio,2025-06-07 07:26:11.683775,0,False
TID000457,61.71,San Diego,2025-06-15 21:06:23.683775,0,False
TID000458,2345.96,Philadelphia,2025-06-18 23:42:39.683775,0,False
TID000459,286.23,San Antonio,2025-06-01 05:17:07.683775,1,False
TID000460,598.5,Chicago,2025-06-15 07:18:14.683775,0,False
TID000461,592.04,New York,2025-05-29 12:27:56.683775,0,False
TID000462,3247.81,Chicago,2025-06-04 20:18:16.683775,0,False
TID000463,3731.49,Chicago,2025-06-15 23:12:49.683775,0,False
TID000464,2918.93,Houston,2025-06-11 00:54:28.683775,0,False
TID000465,4811.05,Philadelphia,2025-05-26 08:41:04.683775,0,False
TID000466,1877.48,Los Angeles,2025-06-14 05:00:05.683775,0,False
TID000467,1432.13,Chicago,2025-05-27 15:39:37.683775,0,False
TID000468,4343.65,San Antonio,2025-06-13 07:30:50.683775,0,False
TID000469,1121.86,San Diego,2025-06-18 10:29:32.683775,0,False
TID000470,4816.3,New York,2025-06-12 05:18:30.683775,0,False
TID000471,65.71,Phoenix,2025-06-05 12:18:46.683775,0,False
TID000472,4849.54,Philadelphia,2025-06-12 19:31:40.683775,0,False
TID000473,220.58,Phoenix,2025-05-29 00:41:20.683775,0,False
TID000474,4456.26,Chicago,2025-06-12 06:24:59.683775,0,False
TID000475,2640.87,Phoenix,2025-06-04 23:13:05.683775,0,False
TID000476,4964.86,San Jose,2025-05-26 10:27:09.683775,0,False
TID000477,373.61,Philadelphia,2025-06-09 12:54:23.683775,0,False
TID000478,2771.5,San Antonio,2025-05-29 21:03:06.683775,0,False
TID000479,4846.67,Dallas,2025-06-10 08:15:11.683775,0,False
TID000480,2617.87,San Diego,2025-06-01 03:46:17.683775,0,False
TID000481,3148.85,Houston,2025-05-31 17:55:36.683775,0,False
TID000482,3480.26,New York,2025-05-26 22:14:17.683775,0,False
TID000483,2275.43,Houston,2025-06-07 23:51:01.683775,0,False
TID000484,3139.65,San Diego,2025-06-17 00:03:41.683775,0,False
TID000485,2923.65,Dallas,2025-05-31 19:19:00.683775,0,False
TID000486,4506.28,San Jose,2025-06-16 20:09:52.683775,0,False
TID000487,232.0,Phoenix,2025-06-15 20:16:12.683775,0,False
TID000488,1408.41,San Diego,2025-06-23 22:32:39.683775,0,False
TID000489,4752.31,Philadelphia,2025-05-25 07:43:47.683775,0,False
TID000490,4451.87,San Antonio,2025-05-28 21:54:58.683775,0,False
TID000491,2281.01,Chicago,2025-05-25 23:45:10.683775,0,False
TID000492,3102.56,Chicago,2025-06-06 11:47:04.683775,0,False
TID000493,1390.52,Phoenix,2025-06-04 12:52:03.683775,0,False
TID000494,944.67,New York,2025-06-01 07:48:52.683775,0,False
TID000495,2321.17,Houston,2025-06-20 17:00:53.683775,0,False
TID000496,1769.99,San Antonio,2025-06-23 15:00:30.683775,0,False
TID000497,2920.36,Phoenix,2025-06-19 16:30:36.683775,0,False
TID000498,393.28,Los Angeles,2025-06-14 14:44:21.683775,0,False
TID000499,4872.1,Phoenix,2025-05-30 11:09:13.683775,0,False
TID000500,4931.12,Los Angeles,2025-06-08 01:16:27.683775,0,False
TID000501,3492.32,San Antonio,2025-06-05 14:28:57.683775,0,False
TID000502,2682.8,New York,2025-06-08 16:28:41.683775,0,False
TID000503,1551.09,Houston,2025-05-30 23:34:31.683775,0,False
TID000504,4069.91,Philadelphia,2025-05-27 09:14:37.683775,0,False
TID000505,3425.23,New York,2025-06-05 15:24:49.683775,0,False
TID000506,817.27,San Antonio,2025-06-14 10:44:37.683775,0,False
TID000507,4555.08,Los Angeles,2025-06-16 06:11:15.683775,0,False
TID000508,4113.57,Phoenix,2025-05-28 02:47:14.683775,0,False
TID000509,4749.25,New York,2025-05-30 10:46:13.683775,0,False
TID000510,3629.97,Houston,2025-06-18 07:57:17.683775,0,False
TID000511,3069.01,Chicago,2025-06-23 00:51:46.683775,0,False
TID000512,2094.12,Houston,2025-06-20 02:09:34.683775,1,False
TID000513,4663.98,San Diego,2025-05-25 20:45:36.683775,0,False
TID000514,4330.99,Houston,2025-06-19 02:04:04.683775,0,False
TID000515,230.87,San Diego,2025-06-21 23:35:25.683775,0,False
TID000516,136.7,Dallas,2025-06-05 19:29:24.683775,0,False
TID000517,1885.43,Chicago,2025-06-01 00:53:26.683775,0,False
TID000518,4053.71,New York,2025-06-08 04:58:05.683775,0,False
TID000519,4936.44,New York,2025-06-14 21:42:40.683775,0,False
TID000520,756.33,Philadelphia,2025-05-25 03:26:03.683775,0,False
TID000521,2972.68,San Jose,2025-06-23 21:55:00.683775,0,False
TID000522,1907.55,Houston,2025-06-11 04:40:19.683775,0,False
TID000523,4849.72,San Antonio,2025-06-05 17:53:21.683775,0,False
TID000524,4211.38,San Diego,2025-06-21 18:28:59.683775,0,False
TID000525,4192.45,San Antonio,2025-06-14 06:56:53.683775,1,False
TID000526,2346.12,San Diego,2025-06-03 03:50:53.683775,0,False
TID000527,2077.02,San Jose,2025-05-29 05:21:32.683775,0,False
TID000528,1370.67,Los Angeles,2025-06-19 11:30:55.683775,0,False
TID000529,286.6,New York,2025-06-11 13:44:43.683775,0,False
TID000530,4324.29,Los Angeles,2025-05-28 08:27:49.683775,1,False
TID000531,4065.44,Los Angeles,2025-06-19 14:30:55.683775,0,False
TID000532,4998.59,San Antonio,2025-06-20 11:30:47.683775,0,False
TID000533,4983.2,Philadelphia,2025-06-18 16:41:28.683775,0,False
TID000534,2779.38,Chicago,2025-06-18 17:02:05.683775,0,False
TID000535,3846.09,San Antonio,2025-06-20 23:14:43.683775,0,False
TID000536,4724.1,San Diego,2025-05-26 01:18:10.683775,0,False
TID000537,4248.99,Los Angeles,2025-06-13 00:31:23.683775,1,False
TID000538,1240.5,San Antonio,2025-06-16 21:21:31.683775,0,False
TID000539,2255.47,San Diego,2025-05-27 04:19:58.683775,0,False
TID000540,650.15,Los Angeles,2025-06-12 20:21:39.683775,0,False
TID000541,4770.48,Dallas,2025-06-12 04:32:25.683775,0,False
TID000542,3032.84,San Jose,2025-06-06 09:08:08.683775,0,False
TID000543,1147.07,Los Angeles,2025-05-25 20:32:06.683775,0,False
TID000544,3360.14,New York,2025-06-11 09:39:22.683775,0,False
TID000545,3092.55,Houston,2025-05-28 08:19:27.683775,0,False
TID000546,1794.02,San Antonio,2025-06-10 19:20:08.683775,0,False
TID000547,572.22,San Jose,2025-06-05 18:32:37.683775,0,False
TID000548,3359.51,Houston,2025-05-30 02:23:19.683775,0,False
TID000549,2603.94,San Diego,2025-06-22 07:34:41.683775,1,False
TID000550,3862.73,New York,2025-06-10 05:01:26.683775,0,False
TID000551,2603.22,San Antonio,2025-05-31 13:02:42.683775,0,False
TID000552,4261.65,San Antonio,2025-05-27 05:15:59.683775,0,False
TID000553,2761.77,Los Angeles,2025-06-11 04:04:11.683775,0,False
TID000554,2806.89,San Diego,2025-06-20 13:45:49.683775,0,False
TID000555,4383.88,Dallas,2025-06-10 12:02:52.683775,0,False
TID000556,2020.4,San Antonio,2025-06-02 13:36:19.683775,0,False
TID000557,674.41,Los Angeles,2025-06-16 14:56:11.683775,0,False
TID000558,148.77,San Jose,2025-06-17 07:08:27.683775,0,False
TID000559,3776.91,San Diego,2025-06-02 21:58:51.683775,0,False
TID000560,3103.45,Houston,2025-05-31 14:43:34.683775,0,False
TID000561,3521.88,Phoenix,2025-05-28 03:07:44.683775,0,False
TID000562,1068.76,Houston,2025-06-16 06:50:49.683775,0,False
TID000563,686.18,Philadelphia,2025-05-26 20:42:03.683775,0,False
TID000564,77.65,Houston,2025-06-08 07:29:49.683775,0,False
TID000565,1756.18,Dallas,2025-06-03 20:28:55.683775,0,False
TID000566,2951.64,Dallas,2025-05-27 04:38:58.683775,0,False
TID000567,1964.26,Los Angeles,2025-06-03 18:00:39.683775,0,False
TID000568,2190.19,San Jose,2025-05-27 02:26:08.683775,0,False
TID000569,4521.27,San Antonio,2025-06-09 09:18:26.683775,0,False
TID000570,1744.54,Dallas,2025-06-09 02:52:34.683775,0,False
TID000571,2572.38,San Diego,2025-06-19 02:04:37.683775,0,False
TID000572,3919.35,Phoenix,2025-06-13 09:34:34.683775,0,False
TID000573,1985.73,San Diego,2025-06-20 10:17:17.683775,0,False
TID000574,3112.32,San Jose,2025-06-17 01:09:44.683775,0,False
TID000575,4312.51,Chicago,2025-06-06 08:44:36.683775,0,False
TID000576,4747.86,Dallas,2025-05-26 20:16:40.683775,0,False
TID000577,739.63,Philadelphia,2025-06-03 08:15:47.683775,0,False
TID000578,4633.31,Phoenix,2025-06-07 22:57:18.683775,0,False
TID000579,2463.12,Phoenix,2025-06-11 09:31:00.683775,0,False
TID000580,1294.93,San Diego,2025-05-27 09:18:26.683775,0,False
TID000581,2298.38,Chicago,2025-06-10 04:19:55.683775,0,False
TID000582,4900.26,Dallas,2025-06-07 07:55:55.683775,1,False
TID000583,2465.63,Dallas,2025-05-31 02:38:08.683775,0,False
TID000584,1647.11,New York,2025-06-11 22:23:06.683775,0,False
TID000585,3168.84,Dallas,2025-06-15 06:41:48.683775,0,False
TID000586,1204.53,Chicago,2025-06-13 11:40:14.683775,0,False
TID000587,383.94,Phoenix,2025-06-15 09:56:31.683775,0,False
TID000588,648.75,San Antonio,2025-06-12 20:05:07.683775,0,False
TID000589,644.59,Houston,2025-06-10 12:37:04.683775,0,False
TID000590,763.75,New York,2025-06-03 03:16:10.683775,0,False
TID000591,698.44,Dallas,2025-06-18 03:43:49.683775,1,False
TID000592,3206.17,Los Angeles,2025-06-18 05:16:06.683775,0,False
TID000593,913.49,Chicago,2025-06-11 21:36:06.683775,0,False
TID000594,1731.61,San Diego,2025-06-19 06:36:42.683775,0,False
TID000595,4484.46,Houston,2025-06-07 00:21:49.683775,0,False
TID000596,2372.44,Dallas,2025-05-29 01:51:39.683775,0,False
TID000597,3339.45,San Diego,2025-06-14 16:11:22.683775,0,False
TID000598,865.74,Chicago,2025-05-28 21:34:05.683775,0,False
TID000599,965.48,New York,2025-06-14 23:18:19.683775,0,False
TID000600,209.14,San Jose,2025-06-23 07:31:14.683775,0,False
TID000601,848.83,New York,2025-06-02 19:51:31.683775,0,False
TID000602,1396.56,San Diego,2025-06-20 13:08:07.683775,0,False
TID000603,889.17,Phoenix,2025-06-08 07:52:27.683775,0,False
TID000604,448.07,San Diego,2025-06-09 15:51:00.683775,0,False
TID000605,607.58,San Antonio,2025-05-30 01:08:48.683775,0,False
TID000606,2306.59,San Antonio,2025-05-28 22:53:55.683775,0,False
TID000607,1035.64,Phoenix,2025-06-09 23:39:57.683775,0,False
TID000608,1824.53,San Diego,2025-06-08 10:03:25.683775,0,False
TID000609,2519.57,New York,2025-06-08 22:42:18.683775,0,False
TID000610,3453.52,Chicago,2025-06-15 17:08:28.683775,0,False
TID000611,201.36,San Antonio,2025-06-23 07:43:00.683775,1,False
TID000612,3998.05,Houston,2025-06-14 18:04:22.683775,0,False
TID000613,3141.36,Philadelphia,2025-06-02 03:46:00.683775,0,False
TID000614,413.39,Phoenix,2025-06-15 14:48:08.683775,0,False
TID000615,4368.53,Philadelphia,2025-06-11 03:11:36.683775,0,False
TID000616,4604.76,Phoenix,2025-06-15 18:33:19.683775,0,False
TID000617,310.08,San Diego,2025-05-27 02:57:32.683775,0,False
TID000618,1388.0,Houston,2025-06-11 04:22:22.683775,0,False
TID000619,4031.98,San Diego,2025-06-23 21:57:56.683775,0,False
TID000620,3742.56,Chicago,2025-06-15 04:21:14.683775,0,False
TID000621,926.68,Chicago,2025-06-07 09:29:30.683775,0,False
TID000622,1050.7,Los Angeles,2025-05-27 20:26:19.683775,0,False
TID000623,1855.51,Los Angeles,2025-05-28 17:02:27.683775,0,False
TID000624,2425.19,Los Angeles,2025-06-13 18:52:51.683775,0,False
TID000625,3093.18,Philadelphia,2025-06-11 16:53:59.683775,0,False
TID000626,1847.72,San Diego,2025-06-18 23:24:00.683775,0,False
TID000627,2315.36,Los Angeles,2025-06-01 20:00:34.683775,0,False
TID000628,3738.62,Chicago,2025-05-26 13:53:35.683775,0,False
TID000629,188.23,Phoenix,2025-05-31 23:57:42.683775,0,False
TID000630,1265.92,San Diego,2025-06-23 13:29:07.683775,0,False
TID000631,3568.18,San Jose,2025-06-15 08:07:12.683775,1,False
TID000632,4476.56,Philadelphia,2025-05-26 18:09:19.683775,0,False
TID000633,2560.83,Chicago,2025-05-31 04:40:49.683775,1,False
TID000634,2662.91,Los Angeles,2025-05-28 07:56:39.683775,0,False
TID000635,540.32,Los Angeles,2025-06-05 12:33:58.683775,0,False
TID000636,2239.82,Chicago,2025-06-11 20:24:54.683775,0,False
TID000637,2665.42,Los Angeles,2025-06-11 15:32:51.683775,0,False
TID000638,1216.14,New York,2025-06-12 15:40:09.683775,0,False
TID000639,1349.87,Philadelphia,2025-06-21 14:29:58.683775,0,False
TID000640,1889.53,Chicago,2025-05-26 15:20:35.683775,0,False
TID000641,105.26,San Jose,2025-06-23 10:35:53.683775,0,False
TID000642,1613.79,Philadelphia,2025-06-01 12:22:48.683775,0,False
TID000643,1061.18,San Antonio,2025-06-15 21:48:34.683775,1,False
TID000644,1640.85,Los Angeles,2025-06-12 01:48:59.683775,1,False
TID000645,603.21,Dallas,2025-06-12 03:02:19.683775,0,False
TID000646,4453.18,Phoenix,2025-06-15 14:50:18.683775,0,False
TID000647,2969.99,Dallas,2025-05-28 19:11:22.683775,0,False
TID000648,3397.12,Philadelphia,2025-06-21 22:16:44.683775,0,False
TID000649,3946.91,Phoenix,2025-05-31 18:02:17.683775,0,False
TID000650,2494.72,Phoenix,2025-06-19 18:28:37.683775,0,False
TID000651,439.17,Los Angeles,2025-06-11 21:08:21.683775,0,False
TID000652,2687.85,New York,2025-06-13 09:21:17.683775,0,False
TID000653,2936.27,San Jose,2025-06-09 07:53:50.683775,0,False
TID000654,3728.47,Phoenix,2025-06-07 14:18:31.683775,0,False
TID000655,2161.14,Dallas,2025-06-06 04:25:49.683775,0,False
TID000656,642.26,Phoenix,2025-05-30 13:47:19.683775,0,False
TID000657,1422.46,New York,2025-05-26 07:48:10.683775,0,False
TID000658,1818.6,San Antonio,2025-06-03 02:22:24.683775,0,False
TID000659,3231.36,New York,2025-06-18 07:02:24.683775,0,False
TID000660,2856.04,Los Angeles,2025-06-19 04:49:43.683775,1,False
TID000661,1783.7,Philadelphia,2025-06-12 20:29:04.683775,0,False
TID000662,4932.64,Houston,2025-06-21 08:00:28.683775,0,False
TID000663,3030.85,San Jose,2025-05-30 18:48:47.683775,0,False
TID000664,1189.95,Los Angeles,2025-06-06 18:36:12.683775,0,False
TID000665,513.4,San Diego,2025-06-06 16:52:16.683775,0,False
TID000666,768.53,San Antonio,2025-06-15 17:33:27.683775,0,False
TID000667,1233.56,San Diego,2025-06-04 11:36:15.683775,0,False
TID000668,807.6,Chicago,2025-06-23 18:30:00.683775,0,False
TID000669,936.9,Philadelphia,2025-06-07 22:19:58.683775,0,False
TID000670,1429.05,Phoenix,2025-06-17 21:54:04.683775,0,False
TID000671,871.0,Phoenix,2025-06-03 18:50:10.683775,0,False
TID000672,4484.34,Dallas,2025-05-31 00:29:40.683775,0,False
TID000673,405.77,San Jose,2025-05-31 15:44:48.683775,0,False
TID000674,2624.93,Houston,2025-05-28 15:53:18.683775,0,False
TID000675,2054.93,San Antonio,2025-06-16 00:16:46.683775,0,False
TID000676,4911.98,San Antonio,2025-06-02 10:46:15.683775,0,False
TID000677,564.63,San Diego,2025-06-15 16:12:13.683775,0,False
TID000678,1992.29,San Jose,2025-05-29 07:53:43.683775,0,False
TID000679,4847.5,Chicago,2025-06-09 13:57:30.683775,0,False
TID000680,4328.21,Chicago,2025-06-10 22:23:29.683775,0,False
TID000681,4086.27,San Antonio,2025-05-28 05:16:16.683775,0,False
TID000682,1293.22,Los Angeles,2025-06-20 18:24:17.683775,0,False
TID000683,858.58,Los Angeles,2025-06-20 09:17:13.683775,0,False
TID000684,3344.87,New York,2025-06-08 03:54:29.683775,0,False
TID000685,4647.23,New York,2025-06-08 15:05:11.683775,1,False
TID000686,2786.03,Phoenix,2025-06-01 17:07:06.683775,0,False
TID000687,2860.21,Philadelphia,2025-06-02 12:26:32.683775,0,False
TID000688,1403.5,Chicago,2025-06-11 14:46:50.683775,0,False
TID000689,3848.62,Chicago,2025-06-18 18:21:18.683775,0,False
TID000690,939.28,San Diego,2025-06-04 22:52:19.683775,0,False
TID000691,1621.78,San Diego,2025-05-30 23:00:33.683775,0,False
TID000692,2130.06,Phoenix,2025-06-03 19:46:14.683775,0,False
TID000693,2540.51,San Antonio,2025-05-31 19:24:53.683775,0,False
TID000694,1215.84,San Jose,2025-06-05 13:25:45.683775,0,False
TID000695,578.61,San Diego,2025-06-18 01:11:20.683775,0,False
TID000696,3055.05,San Antonio,2025-05-26 08:14:05.683775,1,False
TID000697,1446.71,San Antonio,2025-06-11 14:05:11.683775,0,False
TID000698,2908.28,San Jose,2025-06-20 23:05:36.683775,0,False
TID000699,776.04,Phoenix,2025-06-21 20:21:47.683775,0,False
TID000700,2408.29,Philadelphia,2025-06-11 23:25:27.683775,0,False
TID000701,2665.28,San Antonio,2025-06-16 18:10:44.683775,0,False
TID000702,263.86,San Jose,2025-06-20 20:19:36.683775,0,False
TID000703,1686.34,Dallas,2025-05-31 08:48:21.683775,0,False
TID000704,676.4,New York,2025-06-23 18:34:59.683775,0,False
TID000705,321.56,Los Angeles,2025-05-29 06:03:35.683775,0,False
TID000706,4949.85,Houston,2025-05-28 06:12:49.683775,0,False
TID000707,1615.16,San Diego,2025-06-09 01:57:41.683775,0,False
TID000708,4050.32,Philadelphia,2025-06-13 09:30:05.683775,0,False
TID000709,1276.93,Chicago,2025-06-17 07:17:48.683775,0,False
TID000710,3409.11,Los Angeles,2025-06-19 14:05:29.683775,0,False
TID000711,3802.34,San Antonio,2025-06-14 00:13:21.683775,0,False
TID000712,2980.22,San Antonio,2025-06-13 22:38:10.683775,0,False
TID000713,2360.52,San Jose,2025-06-21 23:25:09.683775,0,False
TID000714,2062.15,Philadelphia,2025-05-28 15:32:14.683775,0,False
TID000715,1747.6,Phoenix,2025-05-31 03:37:40.683775,0,False
TID000716,4648.0,New York,2025-06-09 10:58:32.683775,1,False
TID000717,4153.94,New York,2025-05-28 16:01:12.683775,0,False
TID000718,4825.31,Phoenix,2025-06-15 21:52:11.683775,0,False
TID000719,625.86,Houston,2025-06-16 16:20:48.683775,0,False
TID000720,3655.68,Chicago,2025-06-19 04:22:47.683775,0,False
TID000721,4692.01,New York,2025-06-10 19:00:01.683775,0,False
TID000722,910.26,San Jose,2025-05-31 07:07:56.683775,0,False
TID000723,337.15,Dallas,2025-06-20 19:55:36.683775,1,False
TID000724,3706.9,Philadelphia,2025-06-22 14:25:55.683775,0,False
TID000725,2874.49,San Jose,2025-06-02 21:36:50.683775,0,False
TID000726,4209.93,San Jose,2025-05-31 07:56:45.683775,0,False
TID000727,703.16,San Antonio,2025-06-15 01:38:54.683775,0,False
TID000728,3977.36,Chicago,2025-06-18 11:29:25.683775,0,False
TID000729,1012.13,New York,2025-05-27 18:10:20.683775,0,False
TID000730,822.46,San Diego,2025-05-31 02:16:11.683775,1,False
TID000731,825.51,Phoenix,2025-06-19 05:14:39.683775,0,False
TID000732,4073.8,San Antonio,2025-06-01 11:53:15.683775,0,False
TID000733,3327.66,San Jose,2025-06-08 19:56:32.683775,0,False
TID000734,2617.71,Los Angeles,2025-06-02 01:27:03.683775,0,False
TID000735,1797.36,Philadelphia,2025-06-01 22:19:00.683775,0,False
TID000736,4386.62,San Antonio,2025-06-09 17:32:19.683775,0,False
TID000737,1965.26,Phoenix,2025-06-05 00:18:12.683775,0,False
TID000738,4083.91,New York,2025-06-10 20:45:27.683775,0,False
TID000739,2198.48,Houston,2025-06-19 06:10:17.683775,0,False
TID000740,1887.84,Houston,2025-06-07 20:33:06.683775,0,False
TID000741,2316.09,San Antonio,2025-05-28 21:29:24.683775,0,False
TID000742,1510.38,Dallas,2025-06-06 05:35:16.683775,0,False
TID000743,3739.31,Houston,2025-06-03 14:19:11.683775,1,False
TID000744,2516.09,San Antonio,2025-06-20 19:23:18.683775,1,False
TID000745,1164.9,Chicago,2025-06-07 09:22:13.683775,0,False
TID000746,4498.37,San Jose,2025-05-31 03:26:44.683775,0,False
TID000747,1922.54,Dallas,2025-06-08 18:25:40.683775,0,False
TID000748,2720.05,Philadelphia,2025-06-23 21:28:20.683775,0,False
TID000749,4532.83,Phoenix,2025-06-19 23:09:31.683775,0,False
TID000750,3123.07,Houston,2025-05-29 14:27:49.683775,1,False
TID000751,588.91,Houston,2025-06-18 11:09:06.683775,0,False
TID000752,4699.46,San Jose,2025-06-02 06:05:12.683775,0,False
TID000753,3140.4,Phoenix,2025-06-22 19:07:06.683775,0,False
TID000754,1677.85,Philadelphia,2025-06-22 06:06:49.683775,0,False
TID000755,700.66,San Jose,2025-06-01 13:15:39.683775,0,False
TID000756,3971.16,San Antonio,2025-06-02 09:04:29.683775,0,False
TID000757,3102.26,Philadelphia,2025-06-23 10:38:58.683775,0,False
TID000758,2669.64,Phoenix,2025-06-10 10:58:01.683775,0,False
TID000759,4469.99,Los Angeles,2025-06-21 10:16:27.683775,0,False
TID000760,3944.04,Houston,2025-05-27 01:36:23.683775,0,False
TID000761,762.62,San Diego,2025-05-26 10:40:09.683775,0,False
TID000762,1562.05,San Antonio,2025-05-29 00:14:35.683775,0,False
TID000763,1246.2,San Diego,2025-05-27 06:34:42.683775,0,False
TID000764,3721.01,Chicago,2025-06-22 01:35:55.683775,0,False
TID000765,172.49,Philadelphia,2025-06-06 21:57:29.683775,0,False
TID000766,2851.6,San Jose,2025-06-04 07:13:16.683775,0,False
TID000767,3813.48,Phoenix,2025-06-21 20:11:59.683775,0,False
TID000768,4384.44,San Antonio,2025-06-14 06:58:13.683775,0,False
TID000769,1713.7,Los Angeles,2025-05-26 12:53:50.683775,0,False
TID000770,4107.18,San Jose,2025-06-18 05:52:05.683775,1,False
TID000771,557.61,San Antonio,2025-06-20 13:15:19.683775,0,False
TID000772,4233.03,Chicago,2025-06-08 03:06:12.683775,0,False
TID000773,641.81,Los Angeles,2025-06-08 17:34:36.683775,0,False
TID000774,1989.45,Philadelphia,2025-06-17 12:16:59.683775,0,False
TID000775,3987.49,Philadelphia,2025-06-05 22:54:54.683775,1,False
TID000776,753.84,New York,2025-06-13 18:44:37.683775,0,False
TID000777,1150.11,San Jose,2025-06-08 12:08:50.683775,0,False
TID000778,3612.65,San Jose,2025-06-16 02:01:43.683775,0,False
TID000779,3601.58,Phoenix,2025-05-28 14:37:53.683775,0,False
TID000780,3207.53,Los Angeles,2025-05-27 23:24:55.683775,0,False
TID000781,3471.27,Dallas,2025-06-01 17:47:19.683775,1,False
TID000782,2715.91,Phoenix,2025-06-15 09:47:21.683775,0,False
TID000783,1262.74,San Diego,2025-06-14 05:50:45.683775,0,False
TID000784,1731.75,Philadelphia,2025-06-17 13:48:18.683775,0,False
TID000785,912.08,Chicago,2025-06-16 14:43:33.683775,0,False
TID000786,4542.71,Dallas,2025-06-03 23:18:56.683775,0,False
TID000787,2919.04,San Jose,2025-06-10 13:57:53.683775,0,False
TID000788,2007.25,Chicago,2025-06-23 12:25:19.683775,0,False
TID000789,2312.72,Philadelphia,2025-06-01 00:59:52.683775,0,False
TID000790,4736.68,Houston,2025-06-09 05:47:48.683775,0,False
TID000791,770.99,San Jose,2025-06-09 13:38:32.683775,0,False
TID000792,2933.22,Philadelphia,2025-06-10 19:59:51.683775,0,False
TID000793,2531.91,Dallas,2025-06-13 10:09:00.683775,0,False
TID000794,3059.21,Dallas,2025-05-31 09:57:54.683775,1,False
